time_elapsed,covered_<dns_req>,total_<dns_req>,percent_<dns_req>,covered_<dns_resp>,total_<dns_resp>,percent_<dns_resp>,covered_<exchange>,total_<exchange>,percent_<exchange>,covered_<start>,total_<start>,percent_<start>,covered___role_Client,total___role_Client,percent___role_Client,covered___role_Server,total___role_Server,percent___role_Server,covered___role_all_party,total___role_all_party,percent___role_all_party,covered___role_unique_Client,total___role_unique_Client,percent___role_unique_Client,covered___role_unique_Server,total___role_unique_Server,percent___role_unique_Server,covered___role_unique_all_party,total___role_unique_all_party,percent___role_unique_all_party
0.017464876174926758,0,191,0.0,0,767,0.0,0,872,0.0,1,873,0.001145475372279496,0,191,0.0,0,767,0.0,0,958,0.0,0,191,0.0,0,767,0.0,0,870,0.0
0.4788200855255127,162,191,0.8481675392670157,0,767,0.0,164,872,0.18807339449541285,165,873,0.18900343642611683,162,191,0.8481675392670157,0,767,0.0,162,958,0.16910229645093947,162,191,0.8481675392670157,0,767,0.0,162,870,0.18620689655172415
1.837878942489624,162,191,0.8481675392670157,408,767,0.5319426336375489,502,872,0.5756880733944955,503,873,0.5761741122565864,162,191,0.8481675392670157,408,767,0.5319426336375489,570,958,0.5949895615866388,162,191,0.8481675392670157,408,767,0.5319426336375489,500,870,0.5747126436781609
1.9658899307250977,162,191,0.8481675392670157,408,767,0.5319426336375489,502,872,0.5756880733944955,503,873,0.5761741122565864,162,191,0.8481675392670157,408,767,0.5319426336375489,570,958,0.5949895615866388,162,191,0.8481675392670157,408,767,0.5319426336375489,500,870,0.5747126436781609
2.3633389472961426,178,191,0.9319371727748691,408,767,0.5319426336375489,515,872,0.5905963302752294,516,873,0.5910652920962199,178,191,0.9319371727748691,408,767,0.5319426336375489,586,958,0.6116910229645094,178,191,0.9319371727748691,408,767,0.5319426336375489,513,870,0.5896551724137931
3.6449379920959473,178,191,0.9319371727748691,418,767,0.5449804432855281,519,872,0.5951834862385321,520,873,0.5956471935853379,178,191,0.9319371727748691,418,767,0.5449804432855281,596,958,0.6221294363256785,178,191,0.9319371727748691,418,767,0.5449804432855281,517,870,0.5942528735632184
3.7288858890533447,178,191,0.9319371727748691,418,767,0.5449804432855281,519,872,0.5951834862385321,520,873,0.5956471935853379,178,191,0.9319371727748691,418,767,0.5449804432855281,596,958,0.6221294363256785,178,191,0.9319371727748691,418,767,0.5449804432855281,517,870,0.5942528735632184
4.159575939178467,191,191,1.0,418,767,0.5449804432855281,532,872,0.6100917431192661,533,873,0.6105383734249714,191,191,1.0,418,767,0.5449804432855281,609,958,0.6356993736951984,191,191,1.0,418,767,0.5449804432855281,530,870,0.6091954022988506
5.7807841300964355,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
5.9032301902771,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
6.206171989440918,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
7.79279088973999,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
7.9202961921691895,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
8.208145141601562,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
9.436249017715454,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
9.512809991836548,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
9.70513391494751,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
10.974544048309326,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
11.05377197265625,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
11.39373517036438,191,191,1.0,567,767,0.7392438070404173,672,872,0.7706422018348624,673,873,0.7709049255441008,191,191,1.0,567,767,0.7392438070404173,758,958,0.791231732776618,191,191,1.0,567,767,0.7392438070404173,670,870,0.7701149425287356
