time_elapsed,covered_<dns_req>,total_<dns_req>,percent_<dns_req>,covered_<dns_resp>,total_<dns_resp>,percent_<dns_resp>,covered_<exchange>,total_<exchange>,percent_<exchange>,covered_<start>,total_<start>,percent_<start>,covered___role_Client,total___role_Client,percent___role_Client,covered___role_Server,total___role_Server,percent___role_Server,covered___role_all_party,total___role_all_party,percent___role_all_party,covered___role_unique_Client,total___role_unique_Client,percent___role_unique_Client,covered___role_unique_Server,total___role_unique_Server,percent___role_unique_Server,covered___role_unique_all_party,total___role_unique_all_party,percent___role_unique_all_party
0.008620023727416992,0,151,0.0,0,644,0.0,0,826,0.0,1,873,0.001145475372279496,0,151,0.0,0,644,0.0,0,795,0.0,0,151,0.0,0,644,0.0,0,707,0.0
0.5305500030517578,125,151,0.8278145695364238,0,644,0.0,150,826,0.18159806295399517,165,873,0.18900343642611683,125,151,0.8278145695364238,0,644,0.0,125,795,0.15723270440251572,125,151,0.8278145695364238,0,644,0.0,125,707,0.1768033946251768
1.808232069015503,125,151,0.8278145695364238,275,644,0.42701863354037267,400,826,0.48426150121065376,437,873,0.5005727376861397,125,151,0.8278145695364238,275,644,0.42701863354037267,400,795,0.5031446540880503,125,151,0.8278145695364238,275,644,0.42701863354037267,330,707,0.4667609618104668
1.9070169925689697,125,151,0.8278145695364238,275,644,0.42701863354037267,400,826,0.48426150121065376,437,873,0.5005727376861397,125,151,0.8278145695364238,275,644,0.42701863354037267,400,795,0.5031446540880503,125,151,0.8278145695364238,275,644,0.42701863354037267,330,707,0.4667609618104668
2.3740251064300537,127,151,0.8410596026490066,275,644,0.42701863354037267,403,826,0.48789346246973364,440,873,0.5040091638029782,127,151,0.8410596026490066,275,644,0.42701863354037267,402,795,0.5056603773584906,127,151,0.8410596026490066,275,644,0.42701863354037267,332,707,0.4695898161244696
3.6411149501800537,127,151,0.8410596026490066,359,644,0.5574534161490683,497,826,0.6016949152542372,537,873,0.6151202749140894,127,151,0.8410596026490066,359,644,0.5574534161490683,486,795,0.6113207547169811,127,151,0.8410596026490066,359,644,0.5574534161490683,416,707,0.5884016973125884
3.7367398738861084,127,151,0.8410596026490066,359,644,0.5574534161490683,497,826,0.6016949152542372,537,873,0.6151202749140894,127,151,0.8410596026490066,359,644,0.5574534161490683,486,795,0.6113207547169811,127,151,0.8410596026490066,359,644,0.5574534161490683,416,707,0.5884016973125884
4.22697901725769,139,151,0.9205298013245033,359,644,0.5574534161490683,510,826,0.6174334140435835,550,873,0.6300114547537228,139,151,0.9205298013245033,359,644,0.5574534161490683,498,795,0.6264150943396226,139,151,0.9205298013245033,359,644,0.5574534161490683,428,707,0.6053748231966054
5.898437023162842,139,151,0.9205298013245033,505,644,0.7841614906832298,665,826,0.8050847457627118,709,873,0.8121420389461627,139,151,0.9205298013245033,505,644,0.7841614906832298,644,795,0.810062893081761,139,151,0.9205298013245033,505,644,0.7841614906832298,565,707,0.7991513437057991
6.04049015045166,139,151,0.9205298013245033,505,644,0.7841614906832298,665,826,0.8050847457627118,709,873,0.8121420389461627,139,151,0.9205298013245033,505,644,0.7841614906832298,644,795,0.810062893081761,139,151,0.9205298013245033,505,644,0.7841614906832298,565,707,0.7991513437057991
6.574715852737427,151,151,1.0,505,644,0.7841614906832298,675,826,0.8171912832929782,719,873,0.8235967926689576,151,151,1.0,505,644,0.7841614906832298,656,795,0.8251572327044026,151,151,1.0,505,644,0.7841614906832298,574,707,0.8118811881188119
7.796824932098389,151,151,1.0,548,644,0.8509316770186336,720,826,0.8716707021791767,765,873,0.8762886597938144,151,151,1.0,548,644,0.8509316770186336,699,795,0.879245283018868,151,151,1.0,548,644,0.8509316770186336,611,707,0.8642149929278642
7.881690979003906,151,151,1.0,548,644,0.8509316770186336,720,826,0.8716707021791767,765,873,0.8762886597938144,151,151,1.0,548,644,0.8509316770186336,699,795,0.879245283018868,151,151,1.0,548,644,0.8509316770186336,611,707,0.8642149929278642
8.227678060531616,151,151,1.0,548,644,0.8509316770186336,720,826,0.8716707021791767,765,873,0.8762886597938144,151,151,1.0,548,644,0.8509316770186336,699,795,0.879245283018868,151,151,1.0,548,644,0.8509316770186336,611,707,0.8642149929278642
9.539477109909058,151,151,1.0,548,644,0.8509316770186336,720,826,0.8716707021791767,765,873,0.8762886597938144,151,151,1.0,548,644,0.8509316770186336,699,795,0.879245283018868,151,151,1.0,548,644,0.8509316770186336,611,707,0.8642149929278642
9.639241933822632,151,151,1.0,548,644,0.8509316770186336,720,826,0.8716707021791767,765,873,0.8762886597938144,151,151,1.0,548,644,0.8509316770186336,699,795,0.879245283018868,151,151,1.0,548,644,0.8509316770186336,611,707,0.8642149929278642
9.98528790473938,151,151,1.0,548,644,0.8509316770186336,720,826,0.8716707021791767,765,873,0.8762886597938144,151,151,1.0,548,644,0.8509316770186336,699,795,0.879245283018868,151,151,1.0,548,644,0.8509316770186336,611,707,0.8642149929278642
11.360546112060547,151,151,1.0,559,644,0.8680124223602484,735,826,0.8898305084745762,781,873,0.8946162657502864,151,151,1.0,559,644,0.8680124223602484,710,795,0.8930817610062893,151,151,1.0,559,644,0.8680124223602484,622,707,0.8797736916548797
11.504925966262817,151,151,1.0,559,644,0.8680124223602484,735,826,0.8898305084745762,781,873,0.8946162657502864,151,151,1.0,559,644,0.8680124223602484,710,795,0.8930817610062893,151,151,1.0,559,644,0.8680124223602484,622,707,0.8797736916548797
