time,meanpercentroleuniqueClientControl
0.0479638576507568,0.0
3.0836057662963867,0.1602373887240356
6.209323883056641,0.2314540059347181
8.546112060546875,0.3086053412462908
11.573192119598389,0.3560830860534125
14.407702207565308,0.4065281899109792
18.58381414413452,0.4629080118694362
21.88441228866577,0.4688427299703264
25.94560480117798,0.4777448071216617
29.55259895324707,0.486646884272997
32.909791231155396,0.5014836795252225
36.8859748840332,0.5281899109792285
41.247036933898926,0.5830860534124629
45.47060298919678,0.5875370919881306
48.86578989028931,0.6053412462908012
52.7145459651947,0.6261127596439169
57.78349494934082,0.685459940652819
61.69982838630676,0.7151335311572701
66.59211325645447,0.7151335311572701
70.37395000457764,0.7314540059347181
75.67624711990356,0.738872403560831
80.79982900619507,0.7462908011869436
85.30587697029114,0.7551928783382789
89.5926079750061,0.7729970326409495
94.00059413909912,0.7744807121661721
98.18952584266664,0.7818991097922848
102.60406494140624,0.7818991097922848
107.04817724227904,0.7893175074183976
111.6852478981018,0.8041543026706232
117.0172836780548,0.8130563798219584
122.46541595458984,0.8234421364985163
126.37274026870728,0.8264094955489614
130.94931983947754,0.8323442136498517
135.37018489837646,0.8338278931750742
140.14599704742432,0.8397626112759644
144.43513107299805,0.8635014836795252
151.0210621356964,0.8738872403560831
156.62652897834778,0.8783382789317508
161.7568109035492,0.884272997032641
166.72778797149658,0.884272997032641
170.92551183700562,0.8902077151335311
175.53787803649902,0.8961424332344214
180.00951313972473,0.9094955489614243
186.17745208740232,0.9094955489614243
191.59923315048215,0.9124629080118694
197.16358280181885,0.913946587537092
202.586936712265,0.9169139465875371
207.38233137130737,0.9169139465875371
214.4217908382416,0.9198813056379822
221.80993723869324,0.9198813056379822
228.4981608390808,0.9228486646884272
234.5596342086792,0.9317507418397626
243.20697712898257,0.9317507418397626
249.33395624160767,0.9317507418397626
255.26755499839783,0.9317507418397626
261.33004999160767,0.9436201780415432
267.41762614250183,0.9436201780415432
274.9209358692169,0.9436201780415432
281.5460877418518,0.9436201780415432
289.9930338859558,0.9465875370919882
296.4195079803467,0.9495548961424332
303.005117893219,0.9495548961424332
309.71828508377075,0.9614243323442137
316.1407558917999,0.9643916913946587
321.9278872013092,0.9703264094955488
329.72529792785645,0.973293768545994
336.4907488822937,0.973293768545994
342.90407705307007,0.973293768545994
350.47148394584656,0.973293768545994
356.6493330001831,0.973293768545994
362.3779036998749,0.9762611275964392
368.24466586112976,0.9762611275964392
375.5677092075348,0.9762611275964392
383.17314100265503,0.9762611275964392
390.7891199588776,0.9792284866468842
400.64819407463074,0.9792284866468842
410.3108882904053,0.9821958456973293
422.09527492523193,0.9836795252225519
431.4684920310974,0.9851632047477745
439.0371882915497,0.9851632047477745
449.9647343158722,0.9851632047477745
458.6462290287018,0.9896142433234423
467.95703196525574,0.9896142433234423
477.23446393013,0.9896142433234423
485.27086901664734,0.9896142433234423
493.2463901042938,0.9896142433234423
502.6877150535583,0.9896142433234423
513.6302547454834,0.9910979228486648
525.8175690174103,0.9940652818991098
540.035215139389,0.9940652818991098
552.2387902736664,0.9940652818991098
563.7602801322937,0.9940652818991098
576.6534960269928,0.9970326409495548
590.1363730430603,0.9970326409495548
601.5331392288208,0.9970326409495548
613.6754171848297,0.9970326409495548
629.191642999649,0.9970326409495548
643.5298707485199,0.9985163204747773
656.4113049507141,0.9985163204747773
672.7729511260986,1.0
