time,meanpercentroleuniqueClientControl
0.0469801425933837,0.0
8.551761150360107,0.3382789317507418
18.028417110443115,0.4836795252225519
33.90963292121887,0.5875370919881305
46.88027477264404,0.5905044510385756
67.9415009021759,0.6617210682492581
88.23155498504639,0.7329376854599406
111.79240489006042,0.7774480712166172
132.08990216255188,0.7922848664688428
154.10332202911377,0.7922848664688428
179.98295712471008,0.7952522255192879
211.86253881454468,0.8100890207715133
230.86721682548523,0.8160237388724035
251.295964717865,0.8308605341246291
268.5316300392151,0.8427299703264095
291.1778440475464,0.8427299703264095
311.33164405822754,0.8635014836795252
335.47740483283997,0.8664688427299704
352.2000160217285,0.8783382789317508
372.6878809928894,0.8783382789317508
395.55518889427185,0.8961424332344213
418.0095820426941,0.8991097922848664
443.0703511238098,0.9020771513353116
468.6164638996124,0.9080118694362018
499.3703770637512,0.9080118694362018
525.8375339508057,0.9080118694362018
552.5633220672607,0.9198813056379822
575.5617980957031,0.9258160237388724
605.3126347064972,0.9258160237388724
629.7250390052795,0.9347181008902076
653.6866960525513,0.940652818991098
679.7097420692444,0.940652818991098
703.3393290042877,0.9436201780415432
743.6362609863281,0.9495548961424332
773.2167270183563,0.9495548961424332
808.5527522563934,0.9495548961424332
843.5892720222473,0.9495548961424332
878.0344021320343,0.9554896142433236
910.2290449142456,0.9614243323442137
944.6779570579528,0.9643916913946587
972.6493799686432,0.9643916913946587
1003.6893601417542,0.9643916913946587
1034.9354569911957,0.9643916913946587
1074.4059460163116,0.9643916913946587
1103.5471830368042,0.9673590504451038
1130.2643830776217,0.9673590504451038
1163.4648141860962,0.9673590504451038
1200.1485238075256,0.9673590504451038
1231.307383060455,0.9673590504451038
1258.6816880702972,0.9673590504451038
1300.980917930603,0.9673590504451038
1340.6586179733276,0.9673590504451038
1388.8799068927765,0.9673590504451038
1418.906643867493,0.9673590504451038
1457.0767030715942,0.9673590504451038
1495.7102630138395,0.9673590504451038
1525.3624911308289,0.9673590504451038
1562.158352136612,0.9673590504451038
1593.2727708816528,0.9673590504451038
1626.4750998020172,0.9673590504451038
1655.0292661190033,0.9673590504451038
1692.347995042801,0.9673590504451038
1723.274041891098,0.9688427299703264
1760.4089488983154,0.9688427299703264
1789.170294046402,0.9688427299703264
1814.8529930114744,0.9718100890207715
1842.3629910945892,0.9718100890207715
1883.4046540260315,0.9718100890207715
1920.8177230358124,0.9718100890207715
1957.519224882126,0.9718100890207715
1986.0685307979584,0.9747774480712166
2021.749664068222,0.9762611275964392
2060.169159889221,0.9762611275964392
2099.2382187843323,0.9762611275964392
2136.57838511467,0.9762611275964392
2180.20063996315,0.9777448071216617
2227.4119431972504,0.9792284866468842
2281.250895023346,0.9792284866468842
2339.6955511569977,0.9792284866468842
2397.4011750221252,0.9792284866468842
2491.5528178215027,0.9792284866468842
2570.4893279075623,0.9792284866468842
2634.299628973007,0.9792284866468842
2759.1862478256226,0.9792284866468842
2847.462910890579,0.9821958456973294
2911.035970926285,0.9821958456973294
2975.4305510520935,0.9821958456973294
3042.4152371883392,0.9821958456973294
3181.9437289237976,0.986646884272997
3280.3991520404816,0.986646884272997
3447.6231441497803,0.986646884272997
3528.798050880432,0.9881305637982196
3630.636140823364,0.986646884272997
3778.8113219738007,0.986646884272997
3966.649188041687,0.986646884272997
4125.742323875427,0.986646884272997
4336.211348056793,0.9851632047477744
4652.649376153946,0.9881305637982196
5115.413465023041,0.9910979228486648
7563.165909051895,1.0
